"property_id","price"
"d56159653f5d2abc5ed5acd7",1072500000
"45550aa81c0151f1fd9fd8fe",896900000
"735deef3382aa15930482f3e",746700000
"0dd49fa8bb7be52b851c6dc9",877800000
"7d3220a91e78f8bc2924d1cd",1319500000
"d3054072b2175deec2c1f8dc",386300000
"b7574b06d593fca4eac59815",374500000
"79e822115c5c1a4531366001",6.7e+08
"d3ed5316a463d38c1bd321d0",1305800000
"2f1880c9b8f7ac2715e1236d",7.28e+08
"dcca1c7f109175760ff531c6",877800000
"dfc4f3facf91bbd93ee0fa4d",438900000
"30e134a6cbe61d7954d0f56b",498800000
"385fee7bd9ad7722d45dd034",5.52e+08
"87199c236bf22903d1aafdd0",557200000
"19e19ad0cd6b5e84d8aa970e",341100000
"907f968e78d748fde69dd44f",861500000
"be094e5db0f784e3aa013aae",463300000
"7ab96f83915bc84f8c03c1bd",390500000
"07f4aa9b9ff5b0b05d31e6c0",906100000
"e9be8cd37abed8ab510ba1f5",1002500000
"5f6ad58df27b562db077b5ce",708700000
"ee96d947484aaace40f9b77f",945300000
"15c4aef8401208054697b81e",1260800000
"22d6cb11333f2839b8112b89",1417200000
"288c09c33907dadbae495c11",1008900000
"f71d2bca0c5fe2720a1544c4",554500000
"451744cf3ce55a98db8a3562",634700000
"fba9ae05a6a8a9e0c6268a9f",660700000
"1338e58f7dcebf5a1ea59388",450100000
"a817e8da0ada143ac87277ee",471500000
"46d8bb3e9a0ca584d3c7a317",699200000
"b2506aa9463aebf01e1e00ca",525200000
"7ec025b9b6e6f33bf65af41b",6.05e+08
"2ff531e27672ecd2362eed55",882900000
"9b3cf0d1b91b9c6a2a887647",718600000
"7db5291ce4602d9b2b266872",523900000
"65d5918e826c33bb950fc008",764400000
"395c34e4b8f52cbdb0522459",820200000
"855f4b67d2bd6d18fd03d8e7",873400000
"9ff06409b37e5b5dece4604a",801100000
"0508cd7bd2c77ebb6fea1e56",734100000
"b45fff2e718e54772d46a3fd",809300000
"cf4d2297b73dbc357d21e31b",803200000
"0ada7044c5b29925abc90879",7.99e+08
"6305f02255274ab5fb6bd39c",817600000
"d9a94194ae1350512beff3e6",766900000
"e3896296cb80d50d9ad3f903",889600000
"6514f355887c64136edb5595",715500000
"f03400cc18e12903b3ffbe5a",844600000
"4e134600155a64783b3f8c3e",908700000
"d63ebc63c82fbf66d8b6ffd3",938800000
"1bd64811bd59706844230198",1003200000
"a83921284639eedd4a511cb6",768600000
"a2f3f7a1cd573e2a33f52e2d",852900000
"47344a66471fa51f61c64652",824900000
"78fd849c9429091347d7e5c9",764500000
"c3daf2abea55af99c9579319",793700000
"52864916eb1984abca41ec66",764500000
"c62494a9d7aede44f2f84023",843200000
"a2b576643f7a032371587e5e",894800000
"e53bc68f0e97ccead24f3e56",5.24e+08
"fd82c710aad91bc90af490fe",683500000
"d436abc2ee37ba3dd561e940",780900000
"216a598114a403676011cb51",824100000
"ea230d5eccd2b687888173bb",907600000
"18bd0dd7580f2a7cb19a90b9",378800000
"b143c8ca6d334f6a73c3f2a0",328700000
"ab388cb4fa511968783bafee",390500000
"6a4f08cd04d558a56af732d9",513900000
"7216c895aa047c4f405c4941",627900000
"a493488dcd906dc74cf8a604",847500000
"7844b0b2bc65dced90a355c6",838800000
"c1976383069b6b82ab29d092",511600000
"e5cfd99e2308b7b73581dbdc",608500000
"c18c2ea88f4ac53970b53d2c",629600000
"842c9f0e4edf1e5a672ce15e",851500000
"7dd1e46dcbddc6bf5ef694de",442500000
"6cc4f32b39180bd1ec7e117b",854400000
"79e643789a85dc4ffad49a25",945200000
"b3402a9173d289d6db78e09d",1002900000
"a446507813234e358db8b573",528900000
"c8ef57ddfb35061d1876f94e",7.63e+08
"360be0df2c003005e3db080e",1176400000
"9ab245a4c91877cb7a8661ce",1164100000
"a57a34c7486e7a40e8deb316",809100000
"ceba7d0f56f6cb03538962fb",718100000
"d5475993f9db58c3e4baf7a3",880700000
"d37a1dda09e30da13ff5bfc3",7.32e+08
"68a8b8d077a8232723bf37e9",708700000
"e1eea7716ca6490b7640717a",863200000
"4ae6d75b10848d259ecba576",773100000
"17afbce5c0b56732abbea936",777100000
"84a2673eccd3cf3bd7fd3eb0",764500000
"f2f4e6cbafe527b155707f01",1003200000
"de2e3a592cda5b76c9573c5c",972400000
"fac651cf404a58f24dc7d286",1235500000
"e6f312a0877af26b69855a3d",1381500000
"333a643c623a9bc75f3a40f2",1373100000
"64593641e470908ef23b46cb",876500000
"ce9f2f0071be658ae75ca6f9",1100500000
"9ab385e399a4673732b6a799",828600000
"3429c774b736cefc051e2c55",718100000
"a51ad0372758b2bbfe73f8fd",800700000
"8c801a266256e3fbabe7e3d2",963700000
"ca2f81b8fb6fda20aefb0ccb",858700000
"3c1b1f86087f9b99380e387c",996900000
"b0cad5d612954b8cab18101c",761800000
"7eb991f4c69215377e4dac8f",928900000
"0d130b8bea4321300396fa34",1340500000
"8dfa059401e1dca80ae65ae1",925300000
"3e3f264cd0ac7a65ed2349a2",1060700000
"112dce80bf512f3f24391d23",595700000
"ff25ded6333278149f8fb68f",1070800000
"d555b82c192794e87e9d536f",1016200000
"a787382d96ef9fce8f27bc70",1200500000
"8c3aa295f7bcfd9a43eb2037",1016100000
"13ac95652fb3cf6c43dafc66",432900000
"42fc6a80b882c32f6264ac10",4.8e+08
"1e9c53e09220d689a0210ab9",343900000
"3348706086aa3db5c92259c3",568200000
"66d402a9b7d05f29282ddb00",493700000
"cf88be51d6f31c10e5868ff7",511900000
"30b3f38716be209a894b0942",336900000
"0a5908a92d0ba3e36f54b1f3",651100000
"dd206b6ea2d7f6555109ea39",5.26e+08
"c641febd8bc2ece3e4d2d8b6",558400000
"c11fdc02a288af0572a2bca1",810500000
"35dc60a65969b264ab283d6d",522200000
"d9cb0f637cd4feaaaf8a21c0",738100000
"7e8dfae9a5f1faf8afa706f7",472100000
"a280fe7610c254b935c9dcfc",642200000
"85524880fdc4e4daf90e96fd",368100000
"f361109d06f6609c16724b39",764400000
"3f6b2f0c0876c21755369cb6",817600000
"de26819064a290ce78d8fcc1",521200000
"91be1260a84ab7fa3521c495",961500000
"18c8dc4549d38c918af2972e",837300000
"782b0fb8641849c2c34291e6",421200000
"54933f8b33a4fd6f031ed5be",804400000
"953176c9a901b4f61c030432",744700000
"357e2add3d68167a4f3ce15e",7.08e+08
"90332d50e91925eb9b614bef",7.69e+08
"11723d1d472bf1a3fdd8b72c",794400000
"01f8b6799e2910f7769db175",6.85e+08
"a0d5001f7dd42d7f0c91d2a9",638200000
"d4439c35bcb88e1490916c67",669100000
"4a73dad0ff8a5262e8b07c4b",782100000
"3dd8085a65f24b497ea59557",920500000
"39ef085809bc80e32e7b6af6",924700000
"b98ee16e8fd7d1c75a9da13c",1073100000
"16deb26bf740fa61e258f545",1358700000
"732a3bd457d7798e1fd892f6",822100000
"1376058cb128a1c7729cd2e9",1.211e+09
"cac7e7c3e13af91bdc7107e8",738300000
"9f3dfa6e1422f6aeac527c61",497400000
"4dd3d1288ccb66ee4fb9c097",867100000
"15fb97d6a43731d61e95d004",831800000
"dac29573163315edf99e0e7a",757100000
"b93f2864087d41c3c92d43c3",957500000
"cd4656aed92f5c0a0b6b7c0c",957500000
"556210496090b42ac10cf1b8",894800000
"762979729fb21e56a32ed14e",914500000
"ea935b76abe664d5e2c4736f",764400000
"40e9ef1e7c6749b7a8d04ea9",627600000
"058265732a484ac8d5497f5c",700700000
"6f52ea8340cdd283f9a79720",641600000
"cafe7c1ee67458e05c84d5fb",817600000
"3f45ed2f08a2b03b738fbb5e",767900000
"f203b18854b75c4564d7a17d",824900000
"d5333f639d11bc3ab073ed72",726800000
"c14f644116669a160446a945",392200000
"de585856ff546e00a5a4672e",414900000
"7a80663cae7c191b5d025fa0",554400000
"71f80198e68fbba902650b1a",402400000
"f3523e0626df8cea803ead0f",532800000
"619abd5f978b1573761be86d",735600000
"17a2323b855e93533a9f09f2",730100000
"38e8630f2c05ea38e2257c21",831700000
"1e3798d739f85ee0e5a314ca",375200000
"46d0544f411bbfb6b452858c",744100000
